Gene stable ID	Gene start (bp)	Gene end (bp)
WBGene00022770	3382868	3385547
WBGene00022810	8784534	8787072
WBGene00022811	8778847	8784441
WBGene00022820	3446311	3448253
WBGene00022821	3443782	3444420
WBGene00022822	3441839	3442458
WBGene00022823	3427372	3430120
WBGene00022824	3448744	3451222
WBGene00022825	3359062	3360656
WBGene00022826	3348121	3348642
WBGene00022827	3348878	3350401
WBGene00022829	7206719	7209985
WBGene00022858	406459	425679
WBGene00022861	427043	433799
WBGene00022900	1590508	1590581
WBGene00022901	1590080	1590153
WBGene00022902	1589667	1589740
WBGene00022905	3697756	3697828
WBGene00022906	5407413	5407485
WBGene00022908	353255	353336
WBGene00022913	16634830	16634901
WBGene00022914	16619333	16619404
WBGene00022915	16618296	16618367
WBGene00022916	16617892	16617963
WBGene00022918	2662689	2663065
WBGene00022919	2672427	2672759
WBGene00022922	3487101	3487996
WBGene00022925	6220070	6220142
WBGene00022926	3985104	3985465
WBGene00022927	3969556	3969627
WBGene00022928	3970096	3970167
WBGene00022929	3970265	3970336
WBGene00022936	17611289	17611361
WBGene00022937	17611503	17611575
WBGene00022938	8037507	8037578
WBGene00022939	8036685	8036757
WBGene00022941	5485112	5485184
WBGene00022942	5485455	5485527
WBGene00022943	5485746	5485818
WBGene00022944	5451204	5451276
WBGene00022947	8836113	8836184
WBGene00022948	8846721	8846792
WBGene00022949	8846505	8846577
WBGene00022950	8838338	8838409
WBGene00022951	16929914	16931619
WBGene00022952	16928271	16928341
WBGene00022954	1698674	1698746
WBGene00022956	7906585	7906656
WBGene00022957	7898308	7898379
WBGene00022958	5085622	5085695
WBGene00022962	8969738	8969809
WBGene00022963	8971600	8971681
WBGene00022964	8969488	8969559
WBGene00022965	8955920	8956001
WBGene00022969	7378784	7378855
WBGene00022971	8925641	8925712
WBGene00022972	8939550	8939631
WBGene00022973	9373150	9373221
WBGene00022974	5708028	5708109
WBGene00022975	5709375	5709456
WBGene00022976	5713652	5713724
WBGene00022977	16378113	16378184
WBGene00022979	8419414	8419495
WBGene00022980	8417912	8417993
WBGene00022981	8409296	8409377
WBGene00022982	1505190	1505626
WBGene00022986	8638922	8638993
WBGene00022987	8646480	8646551
WBGene00022988	8650709	8650781
WBGene00022989	8640794	8640866
WBGene00022990	8639225	8639295
WBGene00022991	8638620	8638691
WBGene00022992	6903114	6903195
WBGene00022993	4409784	4409855
WBGene00022994	4410652	4410723
WBGene00022996	9237810	9237881
WBGene00022997	9238863	9238934
WBGene00023003	8149156	8149227
WBGene00023004	8154445	8154526
WBGene00023005	8154722	8154793
WBGene00023006	8155462	8155543
WBGene00023007	8155752	8155823
WBGene00023008	8156178	8156249
WBGene00023009	8156634	8156707
WBGene00023010	8152812	8152893
WBGene00023011	8152546	8152617
WBGene00023012	16689985	16690066
WBGene00023013	4444262	4444333
WBGene00023014	4445014	4445085
WBGene00023016	7681040	7681111
WBGene00023022	5319385	5319457
WBGene00023026	3793564	3793636
WBGene00023032	16441146	16441217
WBGene00023033	16461477	16461549
WBGene00023034	487815	487886
WBGene00023035	489868	489939
WBGene00023040	8386204	8386276
WBGene00023041	8386614	8386686
WBGene00023042	8404499	8404571
WBGene00023043	8381795	8381867
WBGene00023047	4789132	4789204
WBGene00023048	7176983	7177054
WBGene00023050	5801472	5801543
WBGene00023051	5801211	5801282
WBGene00023052	9078254	9078325
WBGene00023053	9074672	9074743
WBGene00023054	9059280	9059394
WBGene00023056	7507290	7507361
WBGene00023059	1089400	1089474
WBGene00023060	1089838	1089910
WBGene00023061	1089173	1089245
WBGene00023063	2553565	2553636
WBGene00023064	2549528	2549600
WBGene00023069	1011501	1012347
WBGene00023070	1379603	1379674
WBGene00023074	865389	865472
WBGene00023075	16590395	16590467
WBGene00023076	16604720	16604791
WBGene00023077	16590931	16591003
WBGene00023078	9090830	9090901
WBGene00023079	9091310	9091381
WBGene00023080	9091557	9091628
WBGene00023081	9091097	9091168
WBGene00023082	9090627	9090698
WBGene00023085	8609038	8609109
WBGene00023086	8608834	8608905
WBGene00023087	8623603	8623675
WBGene00023088	8624282	8624353
WBGene00023089	8624460	8624532
WBGene00023090	8623998	8624069
WBGene00023091	8623764	8623835
WBGene00023100	16503144	16503216
WBGene00023101	16551511	16551583
WBGene00023102	16558942	16559013
WBGene00023110	3036164	3036235
WBGene00023111	3035976	3036047
WBGene00023116	3994602	3994678
WBGene00023117	410391	410462
WBGene00023118	8819681	8819752
WBGene00023119	8820185	8820256
WBGene00023120	8819924	8819995
WBGene00023121	8818578	8818649
WBGene00023122	8818100	8818171
WBGene00023123	8796822	8796892
WBGene00023124	2528042	2528113
WBGene00023125	2531361	2531434
WBGene00023126	2526218	2526291
WBGene00023128	2613243	2613313
WBGene00023132	6286321	6286392
WBGene00023133	6292278	6292349
WBGene00023134	7323753	7323824
WBGene00023139	2227191	2227262
WBGene00023148	9025663	9025734
WBGene00023149	9024413	9024484
WBGene00023150	16523344	16523416
WBGene00023152	1858819	1858890
WBGene00023153	16523923	16523995
WBGene00023154	6593596	6593668
WBGene00023185	1880817	1880888
WBGene00023191	66509	73142
WBGene00023194	1764254	1764327
WBGene00023208	5022817	5022888
WBGene00023210	7773190	7773262
WBGene00023211	7773718	7773790
WBGene00023212	7794603	7794674
WBGene00023213	7794336	7794407
WBGene00023214	7773965	7774037
WBGene00023215	1629881	1629952
WBGene00023216	3371422	3371493
WBGene00023226	1597051	1597835
WBGene00023233	17084343	17084855
WBGene00023236	1830653	1830747
WBGene00023245	17284339	17285449
WBGene00023246	17280761	17283574
WBGene00023247	17286274	17287564
WBGene00023248	17296644	17297231
WBGene00023250	1692734	1692801
WBGene00023251	1691083	1691150
WBGene00023263	1474006	1474087
WBGene00023268	4428381	4429001
WBGene00023269	8459039	8459108
WBGene00023271	1433063	1433143
WBGene00023275	6601309	6601381
WBGene00023290	2125762	2125833
WBGene00023308	1620275	1620355
WBGene00023313	5232244	5233263
WBGene00023328	2462555	2462627
WBGene00023329	2463486	2463558
WBGene00023349	16522770	16522841
WBGene00023352	6600228	6600300
WBGene00023353	4242523	4242599
WBGene00023357	1775488	1775560
WBGene00023365	5284419	5284493
WBGene00023371	288447	288521
WBGene00023372	289513	289587
WBGene00023383	1891446	1891517
WBGene00023391	86887	86958
WBGene00023400	1638811	1642457
WBGene00023401	1643850	1643922
WBGene00023456	5919149	5919258
WBGene00023457	3004291	3004400
WBGene00023458	322523	323214
WBGene00023460	4491651	4492208
WBGene00023477	8534677	8535106
WBGene00023491	9932371	9937133
WBGene00023492	12425730	12426631
WBGene00023493	12356194	12356681
WBGene00023497	15726129	15732025
WBGene00023498	15731968	15735386
WBGene00023500	14318119	14320398
WBGene00043187	11739050	11739154
WBGene00043469	1664855	1665025
WBGene00043980	3304026	3306939
WBGene00043981	6559570	6562366
WBGene00043982	7071410	7075337
WBGene00043983	7903280	7905654
WBGene00043985	11707903	11710190
WBGene00043987	232875	233777
WBGene00043988	237496	239177
WBGene00043989	236067	236810
WBGene00043990	239849	240779
WBGene00043991	227953	228048
WBGene00044004	4330078	4332405
WBGene00044021	4107476	4110496
WBGene00044061	2525191	2532457
WBGene00044068	7218109	7226825
WBGene00044071	8552261	8556351
WBGene00044079	11826093	11836162
WBGene00044121	11542129	11545061
WBGene00044132	12217243	12219312
WBGene00044133	11696996	11698065
WBGene00044134	14516860	14519229
WBGene00044135	11313385	11315612
WBGene00044136	14434212	14435363
WBGene00044137	14133896	14134344
WBGene00044138	14876150	14878855
WBGene00044139	14807236	14807944
WBGene00044140	12347029	12347899
WBGene00044141	15051688	15052870
WBGene00044142	15503404	15505373
WBGene00044143	15628606	15630440
WBGene00044144	12150080	12151474
WBGene00044145	14469647	14470066
WBGene00044146	14470987	14471772
WBGene00044147	14479378	14480256
WBGene00044148	11952085	11953329
WBGene00044149	12603622	12604708
WBGene00044150	16013605	16016920
WBGene00044151	11076182	11076767
WBGene00044152	11077772	11078243
WBGene00044153	11089243	11090679
WBGene00044154	15793767	15794936
WBGene00044155	15811967	15819541
WBGene00044156	14454689	14455519
WBGene00044157	14460349	14462139
WBGene00044217	14436751	14437656
WBGene00044281	391360	394828
WBGene00044283	7211705	7213956
WBGene00044284	11490130	11490494
WBGene00044297	6610054	6615343
WBGene00044299	5106260	5107039
WBGene00044303	2918730	2923984
WBGene00044304	2892484	2898356
WBGene00044313	8740789	8743057
WBGene00044330	11121916	11125615
WBGene00044337	8535469	8535819
WBGene00044338	8537108	8537458
WBGene00044339	8537956	8538374
WBGene00044340	8538740	8539090
WBGene00044355	3380480	3382838
WBGene00044357	8541146	8541496
WBGene00044397	12342289	12342597
WBGene00044398	12353550	12353768
WBGene00044405	13410720	13411285
WBGene00044442	7321999	7322415
WBGene00044556	476561	478283
WBGene00044557	899508	902599
WBGene00044558	1381375	1381665
WBGene00044559	1647991	1649237
WBGene00044560	1690039	1691512
WBGene00044561	1748403	1748576
WBGene00044562	1816361	1816762
WBGene00044563	1860722	1863543
WBGene00044564	3424816	3427337
WBGene00044565	2131686	2131844
WBGene00044566	4078236	4081045
WBGene00044567	4644404	4647192
WBGene00044568	4866075	4866690
WBGene00044569	5448241	5450010
WBGene00044570	5631869	5638096
WBGene00044571	5935780	5937549
WBGene00044572	6388255	6391591
WBGene00044573	6468799	6469803
WBGene00044574	6601558	6603212
WBGene00044575	6680901	6682783
WBGene00044577	7177641	7178922
WBGene00044578	8610906	8611344
WBGene00044579	8861258	8861650
WBGene00044580	9009780	9010457
WBGene00044581	9180062	9180923
WBGene00044583	1714351	1715487
WBGene00044584	5183828	5186623
WBGene00044585	11775729	11776574
WBGene00044605	6510929	6512195
WBGene00044623	5492915	5496000
WBGene00044630	15757868	15766354
WBGene00044638	16213373	16213599
WBGene00044683	17438619	17439751
WBGene00044686	10087314	10087958
WBGene00044687	9168539	9169022
WBGene00044698	7719272	7725583
WBGene00044700	159638	160920
WBGene00044701	2263176	2267472
WBGene00044702	11436124	11437747
WBGene00044703	11434792	11435899
WBGene00044724	4101687	4102125
WBGene00044725	3656272	3657265
WBGene00044732	5168739	5171119
WBGene00044743	9211144	9212321
WBGene00044748	1405499	1405522
WBGene00044749	5682414	5682446
WBGene00044753	2065038	2066567
WBGene00044770	17334052	17336169
WBGene00044771	17650178	17651594
WBGene00044772	17680873	17682294
WBGene00044773	17081128	17082042
WBGene00044780	8578585	8580104
WBGene00044788	9312648	9314488
WBGene00044901	2945803	2946570
WBGene00044949	10371077	10372664
WBGene00044986	12909189	12909218
WBGene00045117	14477545	14477622
WBGene00045133	14476867	14476946
WBGene00045158	14478464	14478527
WBGene00045171	15619491	15619621
WBGene00045176	6867938	6868008
WBGene00045210	7846190	7847460
WBGene00045215	3672378	3673918
WBGene00045245	13139847	13140886
WBGene00045251	11847856	11848695
WBGene00045252	11907267	11910145
WBGene00045253	11419108	11420074
WBGene00045261	9310625	9311341
WBGene00045265	6436440	6437645
WBGene00045268	2577742	2578262
WBGene00045269	5786493	5787353
WBGene00045270	360779	362938
WBGene00045271	1737906	1739229
WBGene00045272	16602445	16602717
WBGene00045273	17083162	17083742
WBGene00045291	14413578	14415746
WBGene00045292	14411418	14412855
WBGene00045295	117388	119143
WBGene00045316	11962413	11962646
WBGene00045324	11294708	11294797
WBGene00045327	13857962	13858053
WBGene00045341	8074922	8075009
WBGene00045342	3004668	3004761
WBGene00045343	7882751	7882840
WBGene00045350	8485294	8485371
WBGene00045352	5809349	5809433
WBGene00045354	1798928	1799016
WBGene00045358	4757109	4757197
WBGene00045359	8600643	8600735
WBGene00045360	380919	380991
WBGene00045365	5014040	5015452
WBGene00045371	14477196	14477267
WBGene00045385	12068550	12070563
WBGene00045386	12662478	12663627
WBGene00045394	3444802	3445283
WBGene00045395	4117951	4119487
WBGene00045456	7420871	7422628
WBGene00045480	10528002	10529264
WBGene00045481	12144114	12145940
WBGene00045493	11928107	11929372
WBGene00045494	15718625	15720415
WBGene00045495	12989344	12991381
WBGene00045497	13055860	13058381
WBGene00050924	1879458	1879513
WBGene00050939	14743591	14744427
WBGene00050944	2807911	2809635
WBGene00050957	7398884	7400858
WBGene00077592	6176129	6177154
WBGene00077673	9166906	9167256
WBGene00077674	8218384	8218753
WBGene00077679	13724664	13726003
WBGene00077680	11863613	11864773
WBGene00077690	6205180	6206475
WBGene00077705	15588311	15588370
WBGene00077706	14977119	14977178
WBGene00077707	15236362	15236423
WBGene00077716	16207955	16208035
WBGene00077721	6435425	6435512
WBGene00077757	14256273	14257411
WBGene00077784	5373032	5374197
WBGene00138711	9869836	9870792
WBGene00138725	11824184	11824424
WBGene00164968	13257847	13260898
WBGene00164969	10967302	10967798
WBGene00164971	10882284	10883371
WBGene00164972	10883567	10884508
WBGene00164973	10477061	10477891
WBGene00164974	11440040	11440652
WBGene00165192	10345158	10345178
WBGene00165194	5868038	5868058
WBGene00165202	15326851	15326871
WBGene00165257	15465703	15465723
WBGene00165346	8135740	8135760
WBGene00165374	813306	813326
WBGene00165408	10974584	10974604
WBGene00165415	7116843	7116863
WBGene00165541	11050836	11050856
WBGene00165725	863185	863205
WBGene00165873	863186	863206
WBGene00165901	3167293	3167313
WBGene00165933	14812353	14812373
WBGene00166028	6338925	6338945
WBGene00166038	9391954	9391974
WBGene00166158	6004347	6004367
WBGene00166183	3516578	3516598
WBGene00166186	2995822	2995842
WBGene00166202	8131634	8131654
WBGene00166221	10437565	10437585
WBGene00166259	13990864	13990884
WBGene00166311	17673476	17673496
WBGene00166418	2874320	2874340
WBGene00166577	10589714	10589734
WBGene00166661	8872961	8872981
WBGene00166772	8667372	8667392
WBGene00166775	13356563	13356583
WBGene00166894	9981249	9981269
WBGene00166963	2459294	2459314
WBGene00167009	10655492	10655512
WBGene00167035	15215617	15215637
WBGene00167059	3300291	3300311
WBGene00167123	16026547	16026567
WBGene00167191	4284583	4284603
WBGene00167325	11541688	11541708
WBGene00167334	6979743	6979763
WBGene00167396	1792466	1792486
WBGene00167400	10208379	10208399
WBGene00167523	5917051	5917071
WBGene00167587	9663052	9663072
WBGene00167602	15290528	15290548
WBGene00167682	3782024	3782044
WBGene00167728	9223442	9223462
WBGene00167873	364583	364603
WBGene00167909	12715926	12715946
WBGene00167914	8815293	8815313
WBGene00168067	15898124	15898144
WBGene00168130	9791006	9791026
WBGene00168165	17643394	17643414
WBGene00168397	13873114	13873134
WBGene00168602	10862490	10862510
WBGene00168607	10698780	10698800
WBGene00168650	14061316	14061336
WBGene00168693	15012950	15012970
WBGene00168732	17457714	17457734
WBGene00168788	13109160	13109180
WBGene00168853	14330297	14330317
WBGene00168965	7000774	7000794
WBGene00168980	15265427	15265447
WBGene00169036	7617074	7617094
WBGene00169234	4497621	4497641
WBGene00169269	16838910	16838930
WBGene00169322	16026550	16026570
WBGene00169362	14049828	14049848
WBGene00169404	11042125	11042145
WBGene00169464	4531951	4531971
WBGene00169512	13278759	13278779
WBGene00169734	1488317	1488337
WBGene00169799	13016626	13016646
WBGene00169823	5833524	5833544
WBGene00169846	6751151	6751171
WBGene00169891	10016886	10016906
WBGene00169940	13798925	13798945
WBGene00169974	13117756	13117776
WBGene00169987	16697151	16697171
WBGene00170010	8427984	8428004
WBGene00170041	16393907	16393927
WBGene00170237	15656484	15656504
WBGene00170295	15012767	15012787
WBGene00170306	9072394	9072414
WBGene00170310	3028461	3028481
WBGene00170424	8814485	8814505
WBGene00170449	10795689	10795709
WBGene00170549	8908597	8908617
WBGene00170613	5736160	5736180
WBGene00170615	9569036	9569056
WBGene00170625	9793229	9793249
WBGene00170697	8491737	8491757
WBGene00170915	16479150	16479170
WBGene00170928	13183502	13183522
WBGene00171144	3686088	3686108
WBGene00171163	2474226	2474246
WBGene00171175	5503377	5503397
WBGene00171183	4126679	4126699
WBGene00171234	9239115	9239135
WBGene00171379	974741	974761
WBGene00171381	12406983	12407003
WBGene00171417	8137278	8137298
WBGene00171500	7840783	7840803
WBGene00171525	13317770	13317790
WBGene00171622	16480800	16480820
WBGene00171917	8736731	8736751
WBGene00171977	8254578	8254598
WBGene00172054	11138620	11138640
WBGene00172056	2770771	2770791
WBGene00172186	7320983	7321003
WBGene00172268	17484433	17484453
WBGene00172287	6039714	6039734
WBGene00172330	10452570	10452590
WBGene00172341	3106788	3106808
WBGene00172379	12569233	12569253
WBGene00172412	7962042	7962062
WBGene00172427	9133973	9133993
WBGene00172511	17243268	17243288
WBGene00172520	13262683	13262703
WBGene00172522	15744944	15744964
WBGene00172535	14541309	14541329
WBGene00172544	2576008	2576028
WBGene00172684	3158860	3158880
WBGene00172729	9071288	9071308
WBGene00172750	14222416	14222436
WBGene00172755	7306443	7306463
WBGene00172833	16690315	16690335
WBGene00172862	3957199	3957219
WBGene00172869	16167757	16167777
WBGene00172886	5516328	5516348
WBGene00173106	1960772	1960792
WBGene00173168	14199371	14199391
WBGene00173172	5167019	5167039
WBGene00173203	16262684	16262704
WBGene00173307	6508083	6508103
WBGene00173415	14370337	14370357
WBGene00173509	9539290	9539310
WBGene00173542	10987953	10987973
WBGene00173568	307606	307626
WBGene00173584	622315	622335
WBGene00173605	17264776	17264796
WBGene00173754	13549632	13549652
WBGene00173807	13454758	13454778
WBGene00173809	9755032	9755052
WBGene00173862	8059683	8059703
WBGene00173884	16609059	16609079
WBGene00173985	11746624	11746644
WBGene00174043	16377476	16377496
WBGene00174147	15627936	15627956
WBGene00174149	13454786	13454806
WBGene00174211	8297981	8298001
WBGene00174213	1459287	1459307
WBGene00174238	12336545	12336565
WBGene00174251	3688584	3688604
WBGene00174322	5996101	5996121
WBGene00174374	13397505	13397525
WBGene00174434	9877760	9877780
WBGene00174478	3048050	3048070
