From	To	Species	Gene Name
185006	NM_066050	Caenorhabditis elegans	hypothetical protein(F27B3.6)
186139	NM_067347	Caenorhabditis elegans	hypothetical protein(F53A2.3)
179739	NM_073779	Caenorhabditis elegans	60S ribosomal protein L28(rpl-28)
179738	NM_073771	Caenorhabditis elegans	hypothetical protein(R11D1.1)
179738	NM_073770	Caenorhabditis elegans	hypothetical protein(R11D1.1)
179738	NM_001276946	Caenorhabditis elegans	hypothetical protein(R11D1.1)
179738	NM_001276945	Caenorhabditis elegans	hypothetical protein(R11D1.1)
173231	NM_001026628	Caenorhabditis elegans	Arf-1 Guanine nucleotide Exchange Factor homolog(agef-1)
173231	NM_001026627	Caenorhabditis elegans	Arf-1 Guanine nucleotide Exchange Factor homolog(agef-1)
179737	NM_001129502	Caenorhabditis elegans	Increased Sodium Tolerance Related(istr-1)
179737	NM_001129503	Caenorhabditis elegans	Increased Sodium Tolerance Related(istr-1)
179737	NM_073769	Caenorhabditis elegans	Increased Sodium Tolerance Related(istr-1)
173230	NM_060984	Caenorhabditis elegans	hypothetical protein(Y87G2A.13)
173233	NM_060987	Caenorhabditis elegans	hypothetical protein(unc-59)
173232	NM_060986	Caenorhabditis elegans	hypothetical protein(W09C5.1)
173235	NM_060990	Caenorhabditis elegans	60S ribosomal protein L31(rpl-31)
173235	NM_060991	Caenorhabditis elegans	60S ribosomal protein L31(rpl-31)
173234	NM_060989	Caenorhabditis elegans	Serine/threonine-protein kinase dkf-1(dkf-1)
179732	U20168	Caenorhabditis elegans	Protein lin-25(lin-25)
179732	NM_073761	Caenorhabditis elegans	Protein lin-25(lin-25)
173237	NM_060993	Caenorhabditis elegans	hypothetical protein(W09C5.8)
186140	NM_067353	Caenorhabditis elegans	hypothetical protein(F53A2.9)
179731	AY008131	Caenorhabditis elegans	Guanine nucleotide-binding protein alpha-8 subunit(gpa-8)
179731	NM_073759	Caenorhabditis elegans	Guanine nucleotide-binding protein alpha-8 subunit(gpa-8)
173236	NM_001265279	Caenorhabditis elegans	hypothetical protein(W09C5.7)
173236	NM_001265278	Caenorhabditis elegans	hypothetical protein(W09C5.7)
173236	NM_001265277	Caenorhabditis elegans	hypothetical protein(W09C5.7)
179730	NM_001269510	Caenorhabditis elegans	hypothetical protein(F56H9.2)
179730	NM_001269511	Caenorhabditis elegans	hypothetical protein(F56H9.2)
173239	NM_001136329	Caenorhabditis elegans	hypothetical protein(Y6B3B.9)
173239	NM_001265291	Caenorhabditis elegans	hypothetical protein(Y6B3B.9)
173238	NM_060995	Caenorhabditis elegans	hypothetical protein(W04A4.5)
179736	NM_073765	Caenorhabditis elegans	hypothetical protein(W05B10.4)
179735	NM_073764	Caenorhabditis elegans	hypothetical protein(W05B10.3)
179734	NM_073763	Caenorhabditis elegans	Histone H3.3-like type 2(his-74)
179733	NM_073762	Caenorhabditis elegans	CCCH-type zinc finger putative transcription factor(ccch-3)
186146	NM_077075	Caenorhabditis elegans	hypothetical protein(F53A9.7)
186147	NM_077077	Caenorhabditis elegans	hypothetical protein(F53A9.9)
185015	NM_069303	Caenorhabditis elegans	SaPosin-like Protein family(spp-18)
185015	NM_001307043	Caenorhabditis elegans	SaPosin-like Protein family(spp-18)
186148	NM_075987	Caenorhabditis elegans	hypothetical protein(F53B1.3)
185014	NM_069304	Caenorhabditis elegans	hypothetical protein(F27C8.3)
186149	NM_001276871	Caenorhabditis elegans	hypothetical protein(F53B2.1)
185013	NM_069305	Caenorhabditis elegans	hypothetical protein(F27C8.2)
186142	NM_077073	Caenorhabditis elegans	hypothetical protein(F53A9.1)
185012	NM_059200	Caenorhabditis elegans	hypothetical protein(F27C1.13)
186143	NM_077072	Caenorhabditis elegans	Protein kreg-1(kreg-1)
186144	NM_077069	Caenorhabditis elegans	FMRFamide Peptide Receptor family(frpr-8)
186145	NM_077074	Caenorhabditis elegans	hypothetical protein(F53A9.6)
185019	NM_076894	Caenorhabditis elegans	hypothetical protein(F27D9.7)
185018	NM_076891	Caenorhabditis elegans	hypothetical protein(F27D9.4)
185017	NM_076890	Caenorhabditis elegans	hypothetical protein(F27D9.3)
179727	NM_073753	Caenorhabditis elegans	ERG (yeast ergosterol biosynthesis protein) homolog(erg-28)
173220	NM_060970	Caenorhabditis elegans	S-formylglutathione hydrolase(Y48G10A.1)
179726	NM_001307782	Caenorhabditis elegans	hypothetical protein(C14C10.5)
179726	NM_073752	Caenorhabditis elegans	hypothetical protein(C14C10.5)
179729	NM_073756	Caenorhabditis elegans	Probable cubilin(ZC116.3)
179728	NM_073755	Caenorhabditis elegans	Probable cytochrome c 2.2(cyc-2.2)
173224	NM_060976	Caenorhabditis elegans	Valine--tRNA ligase(glp-4)
173223	NM_060975	Caenorhabditis elegans	hypothetical protein(aex-6)
173223	AB112930	Caenorhabditis elegans	hypothetical protein(aex-6)
173222	NM_060973	Caenorhabditis elegans	hypothetical protein(Y87G2A.2)
173221	NM_060972	Caenorhabditis elegans	hypothetical protein(Y87G2A.1)
186150	NM_069997	Caenorhabditis elegans	Protein eak-4(eak-4)
186150	DQ907008	Caenorhabditis elegans	Protein eak-4(eak-4)
173228	NM_060980	Caenorhabditis elegans	UBiquitin Conjugating enzyme(ubc-14)
173227	NM_001026666	Caenorhabditis elegans	Glucose-6-phosphate isomerase(gpi-1)
173227	NM_001026667	Caenorhabditis elegans	Glucose-6-phosphate isomerase(gpi-1)
186152	NM_076094	Caenorhabditis elegans	Catechol-O-MethylTransferase family(comt-1)
179721	NM_073744	Caenorhabditis elegans	Putative 28S ribosomal protein S5, mitochondrial(mrps-5)
173226	NM_060978	Caenorhabditis elegans	NYN domain ribonuclease homolog(nyn-2)
186151	NM_069996	Caenorhabditis elegans	Serpentine Receptor, class U(sru-13)
179720	NM_073743	Caenorhabditis elegans	Suppressor/Enhancer of Lin-12(sel-1)
179720	U50829	Caenorhabditis elegans	Suppressor/Enhancer of Lin-12(sel-1)
173225	NM_060977	Caenorhabditis elegans	CYclophyliN(cyn-15)
179723	NM_001047617	Caenorhabditis elegans	hypothetical protein(C14C10.2)
179723	NM_001047618	Caenorhabditis elegans	hypothetical protein(C14C10.2)
179722	NM_001269505	Caenorhabditis elegans	hypothetical protein(E02A10.3)
179722	NM_001269506	Caenorhabditis elegans	hypothetical protein(E02A10.3)
179722	NM_001269504	Caenorhabditis elegans	hypothetical protein(E02A10.3)
179725	NM_001028488	Caenorhabditis elegans	RNAi-Induced Longevity(ril-2)
179725	NM_001028487	Caenorhabditis elegans	RNAi-Induced Longevity(ril-2)
179725	NM_001269507	Caenorhabditis elegans	RNAi-Induced Longevity(ril-2)
179724	NM_073750	Caenorhabditis elegans	hypothetical protein(mma-1)
173229	NR_023947	Caenorhabditis elegans	Vacuolar protein sorting-associated protein 28 homolog(vps-28)
173229	NM_060981	Caenorhabditis elegans	Vacuolar protein sorting-associated protein 28 homolog(vps-28)
186155	NM_001269353	Caenorhabditis elegans	FMRFamide Peptide Receptor family(frpr-9)
186155	NM_001269352	Caenorhabditis elegans	FMRFamide Peptide Receptor family(frpr-9)
185021	NM_063786	Caenorhabditis elegans	hypothetical protein(F27E5.1)
179760	NM_073812	Caenorhabditis elegans	hypothetical protein(C44H9.4)
186156	NM_073403	Caenorhabditis elegans	hypothetical protein(F53B7.4)
186153	NM_060009	Caenorhabditis elegans	CUTiclin-Like(cutl-7)
185023	NM_063787	Caenorhabditis elegans	hypothetical protein(F27E5.3)
185022	NM_063788	Caenorhabditis elegans	PAX (Paired box) transcription factor(pax-3)
185025	NM_063784	Caenorhabditis elegans	Probable G-protein coupled receptor F27E5.5(F27E5.5)
185024	NM_063785	Caenorhabditis elegans	Growth arrest-specific protein 1 homolog(phg-1)
186157	NM_062294	Caenorhabditis elegans	hypothetical protein(F53C3.1)
185027	NM_061423	Caenorhabditis elegans	hypothetical protein(F28A10.1)
186158	NM_062292	Caenorhabditis elegans	F-box B protein(fbxb-103)
185029	NM_061428	Caenorhabditis elegans	hypothetical protein(F28A10.3)
173260	NM_061034	Caenorhabditis elegans	40S ribosomal protein S6(rps-6)
173260	NM_001276652	Caenorhabditis elegans	40S ribosomal protein S6(rps-6)
173260	NM_001276653	Caenorhabditis elegans	40S ribosomal protein S6(rps-6)
173255	NM_061023	Caenorhabditis elegans	hypothetical protein(W04A8.5)
173254	NM_061022	Caenorhabditis elegans	hypothetical protein(W04A8.3)
173257	NM_061025	Caenorhabditis elegans	Transcription initiation factor TFIID subunit 1(taf-1)
173256	NM_001265320	Caenorhabditis elegans	hypothetical protein(W04A8.6)
173256	NM_001265319	Caenorhabditis elegans	hypothetical protein(W04A8.6)
173250	NM_061017	Caenorhabditis elegans	hypothetical protein(W09G3.1)
173250	NM_001047233	Caenorhabditis elegans	hypothetical protein(W09G3.1)
173253	NR_132566	Caenorhabditis elegans	hypothetical protein(W04A8.4)
173253	NM_061021	Caenorhabditis elegans	hypothetical protein(W04A8.4)
179759	NM_073808	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-18)
173252	NM_001136323	Caenorhabditis elegans	hypothetical protein(W04A8.1)
173252	NM_061019	Caenorhabditis elegans	hypothetical protein(W04A8.1)
179758	NM_073806	Caenorhabditis elegans	hypothetical protein(ZC443.3)
179757	NM_073805	Caenorhabditis elegans	hypothetical protein(ZC443.2)
179756	NM_073804	Caenorhabditis elegans	hypothetical protein(ZC443.1)
179755	NM_073801	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-6)
179754	NM_001047738	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-4)
179754	NR_003178	Caenorhabditis elegans	UDP-glucuronosyltransferase(ugt-4)
173259	NM_061027	Caenorhabditis elegans	hypothetical protein(Y71A12B.3)
186162	NM_062284	Caenorhabditis elegans	hypothetical protein(F53C3.8)
179753	NM_182346	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-5)
179753	NM_073799	Caenorhabditis elegans	UDP-GlucuronosylTransferase(ugt-5)
173258	NM_061026	Caenorhabditis elegans	hypothetical protein(Y71A12B.2)
186161	NM_062285	Caenorhabditis elegans	hypothetical protein(F53C3.7)
179752	NM_073796	Caenorhabditis elegans	Peptidyl-prolyl cis-trans isomerase(fkb-4)
186160	NM_062288	Caenorhabditis elegans	hypothetical protein(F53C3.5)
185030	NM_061429	Caenorhabditis elegans	hypothetical protein(F28A10.4)
179751	NM_001129604	Caenorhabditis elegans	hypothetical protein(ZC455.1)
179751	NM_001129603	Caenorhabditis elegans	hypothetical protein(ZC455.1)
179751	NM_001269529	Caenorhabditis elegans	hypothetical protein(ZC455.1)
179751	NM_001269528	Caenorhabditis elegans	hypothetical protein(ZC455.1)
179751	NM_001269527	Caenorhabditis elegans	hypothetical protein(ZC455.1)
179751	NM_001269526	Caenorhabditis elegans	hypothetical protein(ZC455.1)
186164	NM_062291	Caenorhabditis elegans	hypothetical protein(F53C3.11)
185033	NM_061427	Caenorhabditis elegans	hypothetical protein(F28A10.8)
185032	NM_061430	Caenorhabditis elegans	hypothetical protein(F28A10.7)
186167	NM_071311	Caenorhabditis elegans	hypothetical protein(F53E10.5)
185031	NM_061432	Caenorhabditis elegans	hypothetical protein(F28A10.5)
179750	NM_073793	Caenorhabditis elegans	Serpentine Receptor, class T(srt-43)
186168	NM_073920	Caenorhabditis elegans	CUTiclin-Like(cutl-1)
185038	NM_072830	Caenorhabditis elegans	hypothetical protein(F28A12.3)
186169	NM_073922	Caenorhabditis elegans	hypothetical protein(F53F1.3)
185037	NM_072828	Caenorhabditis elegans	GRound-Like (grd related)(grl-12)
185036	NM_072829	Caenorhabditis elegans	hypothetical protein(acd-4)
185039	NM_074915	Caenorhabditis elegans	hypothetical protein(hpo-33)
173245	NM_001026501	Caenorhabditis elegans	hypothetical protein(W09G3.7)
173245	NM_001026500	Caenorhabditis elegans	hypothetical protein(W09G3.7)
173244	NM_061011	Caenorhabditis elegans	Coiled-coil and C2 domain-containing protein 1-like(Y37H9A.3)
173243	NM_001026581	Caenorhabditis elegans	hypothetical protein(Y37H9A.1)
173243	NM_001026582	Caenorhabditis elegans	hypothetical protein(Y37H9A.1)
179749	NM_073792	Caenorhabditis elegans	Cohesin subunit scc-3(scc-3)
179748	NM_073791	Caenorhabditis elegans	ABC transporter, class F(abcf-1)
173241	NM_001026630	Caenorhabditis elegans	hypothetical protein(Y6B3B.5)
173241	NM_001026631	Caenorhabditis elegans	hypothetical protein(Y6B3B.5)
179745	DQ178236	Caenorhabditis elegans	hypothetical protein(C15C8.4)
179745	NM_073786	Caenorhabditis elegans	hypothetical protein(C15C8.4)
179744	NM_073785	Caenorhabditis elegans	hypothetical protein(C15C8.7)
179744	AF292052	Caenorhabditis elegans	hypothetical protein(C15C8.7)
186170	NM_073925	Caenorhabditis elegans	hypothetical protein(F53F1.6)
186170	NM_001276950	Caenorhabditis elegans	hypothetical protein(F53F1.6)
179747	NM_001269524	Caenorhabditis elegans	Purple acid phosphatase(papl-1)
179747	NM_001269523	Caenorhabditis elegans	Purple acid phosphatase(papl-1)
179746	AY008135	Caenorhabditis elegans	G Protein, Alpha subunit(gpa-13)
179746	NM_001269522	Caenorhabditis elegans	G Protein, Alpha subunit(gpa-13)
179746	NM_001269521	Caenorhabditis elegans	G Protein, Alpha subunit(gpa-13)
186172	NM_073927	Caenorhabditis elegans	Serpentine Receptor, class V(srv-9)
185040	NM_074917	Caenorhabditis elegans	hypothetical protein(F28B1.3)
179741	NM_073781	Caenorhabditis elegans	L-xylulose reductase(dhs-21)
186171	NM_073926	Caenorhabditis elegans	Serpentine Receptor, class V(srv-8)
185041	NM_074918	Caenorhabditis elegans	hypothetical protein(F28B1.4)
179740	NM_073780	Caenorhabditis elegans	hypothetical protein(R11D1.10)
179740	NR_023976	Caenorhabditis elegans	hypothetical protein(R11D1.10)
173249	NM_061016	Caenorhabditis elegans	hypothetical protein(W09G3.6)
173249	NM_001136324	Caenorhabditis elegans	hypothetical protein(W09G3.6)
186174	NM_073964	Caenorhabditis elegans	hypothetical protein(F53F4.1)
179743	NM_073783	Caenorhabditis elegans	CKY homolog(cky-1)
179743	NM_001129377	Caenorhabditis elegans	CKY homolog(cky-1)
179743	AF370361	Caenorhabditis elegans	CKY homolog(cky-1)
179743	AB096001	Caenorhabditis elegans	CKY homolog(cky-1)
173248	NM_061015	Caenorhabditis elegans	MAEA (MAcrophage Erythroblast Attacher protein) homolog(maea-1)
186173	NM_073928	Caenorhabditis elegans	Serpentine Receptor, class V(srv-10)
179742	NM_073782	Caenorhabditis elegans	X-BoX promoter element regulated(xbx-9)
173280	NM_061065	Caenorhabditis elegans	hypothetical protein(Y63D3A.8)
173282	NM_061067	Caenorhabditis elegans	human KALlmann syndrome homolog(kal-1)
173281	NM_001322689	Caenorhabditis elegans	Histone acetyltransferase(mys-2)
173281	NM_001330942	Caenorhabditis elegans	Histone acetyltransferase(mys-2)
173281	NM_001330941	Caenorhabditis elegans	Histone acetyltransferase(mys-2)
173281	NM_001322692	Caenorhabditis elegans	Histone acetyltransferase(mys-2)
186179	NM_075594	Caenorhabditis elegans	Kruppel-Like Factor (zinc finger protein)(klf-2)
186178	NM_001129479	Caenorhabditis elegans	hypothetical protein(rdy-2)
186178	NM_001129478	Caenorhabditis elegans	hypothetical protein(rdy-2)
179783	NM_073846	Caenorhabditis elegans	hypothetical protein(R186.7)
186177	NM_001269599	Caenorhabditis elegans	hypothetical protein(F53F4.4)
186177	NM_001269602	Caenorhabditis elegans	hypothetical protein(F53F4.4)
186177	NM_001269601	Caenorhabditis elegans	hypothetical protein(F53F4.4)
186177	NM_001269600	Caenorhabditis elegans	hypothetical protein(F53F4.4)
179782	AF042069	Caenorhabditis elegans	hypothetical protein(lin-46)
179782	NM_073845	Caenorhabditis elegans	hypothetical protein(lin-46)
186176	NM_073966	Caenorhabditis elegans	Tubulin-specific chaperone B(tbcb-1)
179781	NM_073844	Caenorhabditis elegans	hypothetical protein(R186.3)
186175	NM_073965	Caenorhabditis elegans	hypothetical protein(F53F4.2)
179780	NM_073842	Caenorhabditis elegans	hypothetical protein(R186.1)
186184	NM_061883	Caenorhabditis elegans	hypothetical protein(F53G2.1)
179775	NM_073834	Caenorhabditis elegans	hypothetical protein(T16G1.5)
186185	NM_061881	Caenorhabditis elegans	hypothetical protein(F53G2.2)
179776	NM_073835	Caenorhabditis elegans	hypothetical protein(T16G1.4)
186182	NM_075597	Caenorhabditis elegans	hypothetical protein(F53F8.5)
179773	NM_073830	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-67)
179774	NM_073832	Caenorhabditis elegans	hypothetical protein(T16G1.7)
186180	NM_075593	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-35)
179779	NM_073840	Caenorhabditis elegans	Eukaryotic translation initiation factor 3 subunit K(eif-3.K)
179779	AY731377	Caenorhabditis elegans	Eukaryotic translation initiation factor 3 subunit K(eif-3.K)
186181	NM_075596	Caenorhabditis elegans	hypothetical protein(F53F8.4)
179777	NM_073837	Caenorhabditis elegans	GRound-Like (grd related)(grl-2)
179778	NM_073838	Caenorhabditis elegans	hypothetical protein(T16G1.9)
173272	NM_061053	Caenorhabditis elegans	Glycerol-3-phosphate dehydrogenase [NAD(+)](gpdh-1)
173273	NM_061054	Caenorhabditis elegans	hypothetical protein(gadr-6)
173274	NM_061056	Caenorhabditis elegans	F-box B protein(fbxb-56)
173275	NM_061059	Caenorhabditis elegans	F-box B protein(fbxb-100)
173276	NM_061060	Caenorhabditis elegans	5'-tyrosyl-DNA phosphodiesterase(tdpt-1)
173277	NM_061061	Caenorhabditis elegans	human TFG related(tfg-1)
173278	NM_061062	Caenorhabditis elegans	DNaJ domain (prokaryotic heat shock protein)(dnj-29)
173278	NM_061063	Caenorhabditis elegans	DNaJ domain (prokaryotic heat shock protein)(dnj-29)
173279	NM_061064	Caenorhabditis elegans	hypothetical protein(Y63D3A.7)
173271	NM_061052	Caenorhabditis elegans	hypothetical protein(F47G4.4)
173270	NM_061051	Caenorhabditis elegans	hypothetical protein(F47G4.5)
186187	NM_061882	Caenorhabditis elegans	hypothetical protein(F53G2.8)
179770	NM_001269537	Caenorhabditis elegans	NIDogen (basement membrane protein)(nid-1)
179770	NM_001269536	Caenorhabditis elegans	NIDogen (basement membrane protein)(nid-1)
179770	NM_001269538	Caenorhabditis elegans	NIDogen (basement membrane protein)(nid-1)
186186	NM_061880	Caenorhabditis elegans	hypothetical protein(F53G2.3)
186189	NM_058282	Caenorhabditis elegans	hypothetical protein(F53G12.4)
179772	NM_073829	Caenorhabditis elegans	Dehydrogenase/reductase SDR family member 4(dhrs-4)
186188	NM_058283	Caenorhabditis elegans	DUal OXidase(duox-2)
179771	NM_073828	Caenorhabditis elegans	Lipase(lipl-1)
179762	NM_001028537	Caenorhabditis elegans	hypothetical protein(C44H9.7)
179762	NM_001028536	Caenorhabditis elegans	hypothetical protein(C44H9.7)
186194	NM_075783	Caenorhabditis elegans	AdaPtin, Mu/medium chain (clathrin associated complex)(apm-3)
179763	NM_001047695	Caenorhabditis elegans	hypothetical protein(T07F10.1)
179763	NM_001047696	Caenorhabditis elegans	hypothetical protein(T07F10.1)
186195	NM_075780	Caenorhabditis elegans	hypothetical protein(F53H8.3)
179764	NM_073818	Caenorhabditis elegans	hypothetical protein(T07F10.6)
173269	NM_061047	Caenorhabditis elegans	S-adenosylmethionine decarboxylase beta chain(smd-1)
173269	NR_132567	Caenorhabditis elegans	S-adenosylmethionine decarboxylase beta chain(smd-1)
173269	Y12499	Caenorhabditis elegans	S-adenosylmethionine decarboxylase beta chain(smd-1)
186196	NM_061818	Caenorhabditis elegans	hypothetical protein(F54A3.2)
179765	NM_073821	Caenorhabditis elegans	hypothetical protein(T07F10.3)
179766	NR_003174	Caenorhabditis elegans	hypothetical protein(bus-19)
179766	NM_001047697	Caenorhabditis elegans	hypothetical protein(bus-19)
